"contrast","train_or_test","estimate","SE","df","t.ratio","p.value","lower.CL","upper.CL"
"SRN - GRU","train",0.0214469581249957,0.010628246614902,81.3173373510126,2.01792063188717,0.411641491917417,-0.0106863957449997,0.053580311994991
"SRN - LSTM","train",0.0113440131249833,0.0106282466149019,81.3173373371812,1.06734568137306,0.935781635340546,-0.0207893407451468,0.0434773669951135
"SRN - Attn_AbsPE","train",0.06836647624973,0.0111923233669458,99.1171814273157,6.10833640239846,4.11122673904529e-07,0.0346802768777277,0.102052675621732
"SRN - Attn_RoPE","train",0.0634770581247102,0.0111923233669458,99.1171814257468,5.67148178654101,2.88694669947631e-06,0.0297908587526935,0.097163257496727
"SRN - Attn_AbsPE_H80","train",0.0942468424997191,0.0111923233669458,99.1171814320987,8.42066829288165,2.18469908830343e-10,0.060560643127747,0.127933041871691
"SRN - Attn_RoPE_H80","train",0.0788633262497114,0.0111923233669452,99.1171803802966,7.04619797553583,5.37777666842487e-09,0.0451771268703607,0.112549525629062
"GRU - LSTM","train",-0.0101029450000123,0.010628246614902,81.3173373205215,-0.950574950514125,0.96282843949398,-0.0422362988703075,0.0220304088702828
"GRU - Attn_AbsPE","train",0.0469195181247343,0.0111923233669459,99.1171814383614,4.19211602331836,0.00114688409406249,0.0132333187528043,0.0806057174966644
"GRU - Attn_RoPE","train",0.0420300999997146,0.0111923233669458,99.1171814244247,3.75526140746091,0.00526571048287894,0.0083439006276847,0.0757162993717444
"GRU - Attn_AbsPE_H80","train",0.0727998843747234,0.0111923233669459,99.1171814337006,6.50444791380155,6.67700585932351e-08,0.0391136850027611,0.106486083746686
"GRU - Attn_RoPE_H80","train",0.0574163681247157,0.0111923233669452,99.1171803861669,5.12997759645562,2.92256888398956e-05,0.0237301687454047,0.0911025675040266
"LSTM - Attn_AbsPE","train",0.0570224631247467,0.0111923233669458,99.1171814222805,5.09478338457863,3.38208750607638e-05,0.023336263752708,0.0907086624967853
"LSTM - Attn_RoPE","train",0.0521330449997269,0.0111923233669458,99.1171814095887,4.65792876872117,0.0001969187453843,0.018446845627595,0.0858192443718589
"LSTM - Attn_AbsPE_H80","train",0.0829028293747358,0.0111923233669458,99.117181417654,7.40711527506183,1.12110432048951e-09,0.0492166300026622,0.116589028746809
"LSTM - Attn_RoPE_H80","train",0.067519313124728,0.0111923233669451,99.1171803780184,6.03264495771595,5.78921846794422e-07,0.0338331137453611,0.101205512504095
"Attn_AbsPE - Attn_RoPE","train",-0.00488941812501976,0.0106282466149027,81.3173387573891,-0.460039957876393,0.999247631738157,-0.0370227719810293,0.0272439357309898
"Attn_AbsPE - Attn_AbsPE_H80","train",0.0258803662499891,0.0106282466149028,81.3173387450126,2.43505511188459,0.197720014853861,-0.00625298760614007,0.0580137201061183
"Attn_AbsPE - Attn_RoPE_H80","train",0.0104968499999814,0.0106282466149028,81.3173387523666,0.987637037445373,0.955323396405149,-0.0216365038560756,0.0426302038560384
"Attn_RoPE - Attn_AbsPE_H80","train",0.0307697843750089,0.0106282466149027,81.3173387538331,2.895095069761,0.0695745743653019,-0.00136356948103087,0.0629031382310486
"Attn_RoPE - Attn_RoPE_H80","train",0.0153862681250011,0.0106282466149027,81.3173387484966,1.44767699532177,0.774191656109358,-0.016747085731093,0.0475196219810953
"Attn_AbsPE_H80 - Attn_RoPE_H80","train",-0.0153835162500077,0.0106282466149027,81.3173387483788,-1.44741807443922,0.77433713702341,-0.0475168701061033,0.0167498376060878
"SRN - GRU","test",0.0319727887500441,0.0362907176345521,58.0702900068458,0.881018365963725,0.974032958656271,-0.0788598724544052,0.142805449954493
"SRN - LSTM","test",0.0153754531249252,0.0362907176345518,58.0702899014567,0.423674540684377,0.999519025140324,-0.0954572080866216,0.126208114336472
"SRN - Attn_AbsPE","test",0.156484728749886,0.0364599048637541,59.1579978075469,4.29196755544616,0.00124148755020703,0.0452075595331675,0.267761897966605
"SRN - Attn_RoPE","test",0.00291479312471044,0.0364599048637533,59.1579978694382,0.0799451653975156,0.999999975523881,-0.108362376087972,0.114191962337393
