"contrast","arch","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"noent - ent","SRN",-0.0103212441065197,0.0104445132307783,123.181325624187,-0.0387935916552856,0.0181511034422461,-0.988197714768048,0.933176514377131
"noent - ent","GRU",-0.0129302708613425,0.0104445132307783,123.18132582406,-0.0414026184101083,0.0155420766874234,-1.2379965035842,0.815705639247034
"noent - ent","LSTM",-0.0108859448310716,0.0104445132307783,123.181325629106,-0.0393582923798374,0.0175864027176942,-1.04226444933714,0.913525500662598
"noent - ent","Attn_AbsPE",-0.0172422538419241,0.0104445132307777,123.181322123102,-0.0457146013906883,0.01123009370684,-1.65084321891757,0.520460519001632
"noent - ent","Attn_RoPE",-0.0171566244437071,0.0104445132307777,123.181322993201,-0.0456289719924712,0.0113157231050571,-1.64264471350855,0.526610684083255
"noent - ent","Attn_AbsPE_H80",-0.0399642955862889,0.0104445132307777,123.181322439999,-0.0684366431350532,-0.0114919480375246,-3.8263435263333,0.00143878699217515
"noent - ent","Attn_RoPE_H80",-0.0555414015976506,0.0104445132307777,123.181322687156,-0.0840137491464149,-0.0270690540488863,-5.31775874762474,3.32445064443743e-06
