"contrast","train_or_test","entity","estimate","SE","df","t.ratio","p.value","lower.CL","upper.CL"
"SRN - GRU","train","noent",-0.000157961904773812,0.010691645306866,66.0147724279248,-0.0147743308200068,0.999999999999117,-0.0326721896131298,0.0323562658035822
"SRN - LSTM","train","noent",-0.0004383507936467,0.0106916453068661,66.0147724245807,-0.0409993767156862,0.999999999557669,-0.0329525785020542,0.0320758769147608
"SRN - Attn_AbsPE","train","noent",0.0370641666663167,0.0113261688138262,82.3911708904566,3.2724363618059,0.0251122466989988,0.00283195187816428,0.0712963814544691
"SRN - Attn_RoPE","train","noent",0.0339192238091335,0.0113261688138261,82.3911709024661,2.99476587067354,0.0537640219094536,-0.000312990978897205,0.0681514385971643
"SRN - Attn_AbsPE_H80","train","noent",0.0833595904758026,0.0113261688138261,82.3911708808164,7.35991064993164,2.68746813691934e-09,0.0491273756875475,0.117591805264058
"SRN - Attn_RoPE_H80","train","noent",0.090712157142497,0.0113261688138262,82.3911703771616,8.00907691149384,2.18911888616447e-10,0.0564799423490462,0.124944371935948
"GRU - LSTM","train","noent",-0.000280388888872887,0.010691645306866,66.0147724148674,-0.0262250458956794,0.999999999969696,-0.03279461659743,0.0322338388196842
"GRU - Attn_AbsPE","train","noent",0.0372221285710905,0.0113261688138261,82.39117090549,3.2863829934843,0.0241265476588653,0.00298991378308958,0.0714543433590914
"GRU - Attn_RoPE","train","noent",0.0340771857139073,0.0113261688138261,82.3911709015187,3.00871250235194,0.051834948921701,-0.000155029074129766,0.0683094005019445
"GRU - Attn_AbsPE_H80","train","noent",0.0835175523805764,0.0113261688138261,82.391170900319,7.37385728161005,2.52851795057296e-09,0.0492853375925234,0.11774976716863
"GRU - Attn_RoPE_H80","train","noent",0.0908701190472708,0.0113261688138262,82.391170376073,8.02302354317224,2.10493622532226e-10,0.056637904253809,0.125102333840733
"LSTM - Attn_AbsPE","train","noent",0.0375025174599634,0.0113261688138262,82.3911708819531,3.31113883930311,0.0224620446348064,0.00327030267172353,0.0717347322482032
"LSTM - Attn_RoPE","train","noent",0.0343575746027802,0.0113261688138261,82.3911708721338,3.03346834817075,0.0485575234035638,0.000125359814437849,0.0685897893911226
"LSTM - Attn_AbsPE_H80","train","noent",0.0837979412694493,0.0113261688138261,82.3911708609188,7.39861312742885,2.26977592276967e-09,0.0495657264809885,0.11803015605791
"LSTM - Attn_RoPE_H80","train","noent",0.0911505079361437,0.0113261688138262,82.3911703399111,8.04777938899104,1.96802463214851e-10,0.056918293142308,0.125382722729979
"Attn_AbsPE - Attn_RoPE","train","noent",-0.00314494285718315,0.0106916453068658,66.0147724879689,-0.294149568837976,0.99994314417041,-0.0356591705646238,0.0293692848502575
