"contrast","train_or_test","entity","estimate","SE","df","t.ratio","p.value","lower.CL","upper.CL"
"Attn_AbsPE - Attn_AbsPE_H80","train","ent",-0.00305293033592882,0.0108697863614701,137.592006778225,-0.280863876658191,0.999958516412555,-0.0355801225742358,0.0294742619023782
"Attn_AbsPE - Attn_RoPE_H80","train","ent",-0.00919790655989407,0.0108697863614701,137.592006395858,-0.8461901875549,0.979492342972949,-0.0417250987995449,0.0233292856797568
"Attn_RoPE - Attn_AbsPE_H80","train","ent",0.000327197524855442,0.0108697863614701,137.592006476618,0.0301015598627819,0.999999999933784,-0.0321999947145084,0.0328543897642193
"Attn_RoPE - Attn_RoPE_H80","train","ent",-0.00581777869910981,0.0108697863614701,137.592006050816,-0.535224751033928,0.998268111578138,-0.0383449709399718,0.0267094135417522
"Attn_AbsPE_H80 - Attn_RoPE_H80","train","ent",-0.00614497622396525,0.0108697863614701,137.592006171902,-0.565326310896709,0.997646692174341,-0.0386721684644048,0.0263822160164743
"SRN - GRU","test","ent",0.18368729810232,0.0367212169345601,126.93572543251,5.00221162140852,3.74751502250081e-05,0.0736640287248448,0.293710567479795
"SRN - LSTM","test","ent",0.129374803319433,0.0367212169345603,126.935725091526,3.5231621966665,0.0103760088888222,0.0193515339372157,0.23939807270165
"SRN - Attn_AbsPE","test","ent",0.285868182860459,0.0367212169345599,126.935724014226,7.78482323638398,4.47597514607878e-11,0.175844913463188,0.39589145225773
"SRN - Attn_RoPE","test","ent",0.326173697476604,0.03672121693456,126.935726019037,8.882431594189,1.71973546514437e-13,0.216150428107322,0.436196966845886
"SRN - Attn_AbsPE_H80","test","ent",0.402100739281514,0.03672121693456,126.935724799076,10.950092966638,0,0.292077469895213,0.512124008667815
"SRN - Attn_RoPE_H80","test","ent",0.354093708003636,0.0367212169345599,126.935725125615,9.64275526692534,6.3726801613484e-14,0.244070438621888,0.464116977385384
"GRU - LSTM","test","ent",-0.0543124947828871,0.0367212169345603,126.935724487195,-1.47904942474199,0.75669735607616,-0.164335764173548,0.0557107746077738
"GRU - Attn_AbsPE","test","ent",0.102180884758139,0.0367212169345599,126.93572330447,2.78261161497542,0.0872175274849164,-0.0078423846490604,0.212204154165338
