"contrast","train_or_test","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"noent - ent","train",-0.0230870591869941,0.00455456641848162,185.722103847396,-0.0333503840054281,-0.0128237343685601,-5.06899165929624,1.93090876432489e-06
"noent - ent","test",0.0112694767588155,0.0140186327710686,132.005692837635,-0.0204213174379536,0.0429602709555846,0.803892714992376,0.665146195582698
