"contrast","arch","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"noent - ent","SRN",0.0255075412489244,0.0105304220791515,116.419494612884,-0.00322721937415154,0.0542423018720003,2.42227149654571,0.111828163688613
"noent - ent","GRU",0.0463951093739388,0.0105304220791516,116.419494645669,0.0176603487508627,0.0751298699970148,4.40581669236157,0.000165782529988112
"noent - ent","LSTM",0.0340607237489034,0.0105304220791515,116.419494571588,0.00532596312582749,0.0627954843719793,3.23450698299529,0.0110235675736892
"noent - ent","Attn_AbsPE",0.0225420362489695,0.0105304220791512,116.419492465684,-0.00619272437410539,0.0512767968720444,2.140658378129,0.214700075594346
"noent - ent","Attn_RoPE",0.0250285156240345,0.0105304220791512,116.419492455397,-0.00370624499904057,0.0537632762471097,2.37678180759606,0.125022679676022
"noent - ent","Attn_AbsPE_H80",0.00030587499906384,0.0105304220791512,116.419492442888,-0.0284288856240112,0.0290406356221389,0.0290467938288467,0.999999999996122
"noent - ent","Attn_RoPE_H80",-0.0114717356260306,0.0105304220791512,116.419492494282,-0.0402064962491056,0.0172630249970444,-1.08938991616899,0.893710472188577
