"contrast","train_or_test","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"noent - ent","train",0.0203382950892884,0.00401803636538139,124.416806243077,0.011280391073038,0.0293961991055387,5.06174987974701,2.92169967275324e-06
"noent - ent","test",-0.000739131160708227,0.0114459916431773,124.998946948742,-0.0265395341818849,0.0250612718604684,-0.0645755460732673,0.99721500951318
