"group","group_name","split","chisq_arch","df_arch","p_arch","chisq_entity","df_entity","p_entity"
"word_group","Word","S1",0.040799873191645,6,0.999998606541914,0.00839868166394808,1,0.926980636127868
"word_group","Word","S2",0.40278771173962,6,0.998828551513796,0.117585750936087,1,0.731667832782416
"sentence_group","Sentence","S1",36.3020010920663,6,2.40799780953974e-06,0.214442417232931,1,0.643307543038597
"sentence_group","Sentence","S2",21.7098144679694,6,0.00136653034052244,2.76852222751404,1,0.0961348765406957
"complex_event","Complex Event","S1",59.7917647531212,6,4.9614565784239e-11,10.0183549821922,1,0.00154987833657504
"complex_event","Complex Event","S2",97.3891605296776,6,8.78974699232242e-19,0.0917182000048342,1,0.762004079576705
"basic_event","Basic Event","S1",14.2269966074164,6,0.0272007552358477,33.8685366667996,1,5.896459970073e-09
"basic_event","Basic Event","S2",3.51553243584931,6,0.741902038739389,13.3107103090297,1,0.000263894373154064
