"contrast","train_or_test","estimate","SE","df","t.ratio","p.value","lower.CL","upper.CL"
"SRN - GRU","train",-0.0341623249999879,0.0273659237570461,91.3432147858252,-1.24835270693875,0.873039508912121,-0.116672002660878,0.0483473526609026
"SRN - LSTM","train",-0.00661214999998744,0.0273659237570461,91.3432147850763,-0.241619835628058,0.999982598397124,-0.0891218276608948,0.0758975276609199
"SRN - Attn_AbsPE","train",-0.03657277499998,0.0273659237570461,91.3432147829284,-1.33643487881762,0.832959373532194,-0.119082452660928,0.0459369026609682
"SRN - Attn_RoPE","train",0.00748856666666387,0.0273659237570461,91.3432147844345,0.273645674567654,0.999963688519985,-0.0750211109942611,0.0899982443275888
"SRN - Attn_AbsPE_H80","train",0.0266172333333236,0.0273659237570461,91.3432147848269,0.972641507358958,0.958631249297124,-0.0558924443275922,0.109126910994239
"SRN - Attn_RoPE_H80","train",0.0124711833333461,0.0273659237570461,91.3432148031937,0.455719435750274,0.999291940178755,-0.0700384943271962,0.0949808609938883
"GRU - LSTM","train",0.0275501750000004,0.0273659237570461,91.3432147865797,1.00673287131069,0.951245893227101,-0.0549595026608761,0.110059852660877
"GRU - Attn_AbsPE","train",-0.00241044999999213,0.0273659237570461,91.3432147836149,-0.0880821718788681,0.999999957719528,-0.0849201276609278,0.0800992276609435
"GRU - Attn_RoPE","train",0.0416508916666517,0.0273659237570461,91.3432147851705,1.5219983815064,0.730975963260549,-0.0408587859942513,0.124160569327555
"GRU - Attn_AbsPE_H80","train",0.0607795583333115,0.0273659237570461,91.3432147858074,2.2209942142977,0.294745238709839,-0.0217301193275839,0.143289235994207
"GRU - Attn_RoPE_H80","train",0.0466335083333339,0.0273659237570461,91.3432148056343,1.70407214268902,0.615130154290862,-0.0358761693271568,0.129143185993825
"LSTM - Attn_AbsPE","train",-0.0299606249999925,0.0273659237570461,91.3432147826152,-1.09481504318956,0.928126280468591,-0.112470302660947,0.0525490526609616
"LSTM - Attn_RoPE","train",0.0141007166666513,0.0273659237570461,91.3432147848429,0.515265510195712,0.998576951436569,-0.0684089609942633,0.096610394327566
"LSTM - Attn_AbsPE_H80","train",0.0332293833333111,0.0273659237570461,91.3432147845872,1.21426134298702,0.8869186400106,-0.0492802943276087,0.115739060994231
"LSTM - Attn_RoPE_H80","train",0.0190833333333335,0.0273659237570461,91.3432148055913,0.697339271378332,0.992446877762952,-0.0634263443271658,0.101593010993833
"Attn_AbsPE - Attn_RoPE","train",0.0440613416666438,0.0273659237570461,91.3432147826914,1.61008055338527,0.67622849060633,-0.0384483359943089,0.126571019327597
"Attn_AbsPE - Attn_AbsPE_H80","train",0.0631900083333036,0.0273659237570461,91.3432147826756,2.30907638617657,0.251045301359863,-0.0193196693276542,0.145699685994261
"Attn_AbsPE - Attn_RoPE_H80","train",0.049043958333326,0.0273659237570461,91.3432148006683,1.79215431456789,0.556735739941568,-0.0334657193272784,0.13155363599393
"Attn_RoPE - Attn_AbsPE_H80","train",0.0191286666666598,0.0273659237570461,91.3432147839756,0.698995832791304,0.992350206214465,-0.0633810109942706,0.10163834432759
"Attn_RoPE - Attn_RoPE_H80","train",0.00498261666668219,0.0273659237570461,91.3432148047489,0.18207376118262,0.999996758436954,-0.0775270609938268,0.0874922943271912
"Attn_AbsPE_H80 - Attn_RoPE_H80","train",-0.0141460499999776,0.0273659237570461,91.3432148032689,-0.516922071608684,0.998550938964944,-0.0966557276605157,0.0683636276605605
