"","Sum Sq","Mean Sq","NumDF","DenDF","F value","Pr(>F)"
"arch",6.98685460387721,1.16447576731287,6,142.79389977065,74.3970347085001,1.73689729284618e-41
"entity",0.00952146878807146,0.00952146878807146,1,152.123684618767,0.608315830853808,0.436634445288634
"train_or_test",8.44243108818516,8.44243108818516,1,353.204300659313,539.377337272728,4.28840143217736e-73
"split",0.222068018678235,0.222068018678235,1,358.628686817743,14.1876735927074,0.000193322257383213
"arch:entity",0.209147417404154,0.0348579029006923,6,124.872168123164,2.227031841077,0.0447335545068641
"arch:train_or_test",4.22413341021814,0.704022235036356,6,123.319916567773,44.9791812983971,8.48926542208806e-29
"entity:train_or_test",0.0901429603094075,0.0901429603094075,1,123.319450223014,5.75913139209542,0.017898973011456
"arch:entity:train_or_test",0.141677383785963,0.0236128972976605,6,123.312157802021,1.50860119989968,0.180737588069342
