"","Sum Sq","Mean Sq","NumDF","DenDF","F value","Pr(>F)"
"arch",0.0868172256329639,0.014469537605494,6,152.115550420734,2.62867907113585,0.0187445997043544
"entity",0.108429286442101,0.108429286442101,1,130.148663479424,19.6983347871686,1.91369842443477e-05
"split",1.5130222055207e-05,1.5130222055207e-05,1,22.2552837824331,0.00274870553175517,0.958655342137142
