"contrast","train_or_test","arch","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"noent - ent","train","SRN",-0.0688402166666636,0.0252923853079775,75.549286726343,-0.143617401570621,0.00593696823729421,-2.72177636978156,0.0931562301333685
"noent - ent","test","SRN",-0.0688430166666638,0.0252923853079775,75.5492867278928,-0.143620201570622,0.00593416823729397,-2.72188707503795,0.093139148665015
"noent - ent","train","GRU",-0.00104201666666688,0.0252923853079775,75.5492867281548,-0.0758192015706247,0.0737351682372909,-0.0411988293701271,1
"noent - ent","test","GRU",-0.00104436666666659,0.0252923853079775,75.5492867297046,-0.0758215515706244,0.0737328182372912,-0.0412917427102926,1
"noent - ent","train","LSTM",-0.0345827500000028,0.0252923853079775,75.5492867266791,-0.109359934903961,0.040194434903955,-1.367318644679,0.876537942964671
"noent - ent","test","LSTM",-0.0345881166666696,0.0252923853079775,75.5492867282289,-0.109365301570627,0.0401890682372881,-1.36753082975373,0.876423060994689
"noent - ent","train","Attn_AbsPE",-0.0059367999999998,0.0252923853079775,75.5492867273745,-0.0807139849039576,0.068840384903958,-0.234726773600403,0.999999998937745
"noent - ent","test","Attn_AbsPE",-0.0059346500000001,0.0252923853079775,75.5492867289242,-0.0807118349039579,0.0688425349039577,-0.234641767778551,0.999999998942266
"noent - ent","train","Attn_RoPE",-0.0137323499999977,0.0252923853079775,75.5492867281439,-0.0885095349039555,0.0610448349039601,-0.542944045521336,0.999959746671019
"noent - ent","test","Attn_RoPE",-0.0136012166666642,0.0252923853079775,75.5492867296937,-0.088378401570622,0.0611759682372936,-0.537759349347498,0.999963879450195
"noent - ent","train","Attn_AbsPE_H80",-0.0213325666666637,0.0252923853079775,75.5492867286327,-0.0961097515706214,0.0534446182372941,-0.843438307890047,0.996374259776224
"noent - ent","test","Attn_AbsPE_H80",-0.0181631499999969,0.0252923853079775,75.5492867301825,-0.0929403349039547,0.0566140349039608,-0.718127206225506,0.999207636458273
"noent - ent","train","Attn_RoPE_H80",-0.0710060333333331,0.0252923853079775,75.5492867332743,-0.145783218237291,0.00377115157062459,-2.80740754455204,0.0746743093652684
"noent - ent","test","Attn_RoPE_H80",-0.0572263666666665,0.0252923853079775,75.549286734824,-0.132003551570624,0.0175508182372913,-2.26259271198975,0.267562308625181
