"contrast","train_or_test","entity","estimate","SE","df","t.ratio","p.value","lower.CL","upper.CL"
"SRN - GRU","train","noent",0.0211559750001499,0.0220558724889057,82.3559283154002,0.959199188823361,0.961184573201301,-0.0455064068534769,0.0878183568537767
"SRN - LSTM","train","noent",0.0139076979167272,0.0220558724889057,82.3559283167906,0.630566663083623,0.995599558134475,-0.0527546839368686,0.0805700797703229
"SRN - Attn_AbsPE","train","noent",0.0595038458334695,0.0220558724889057,82.3559283001783,2.69786860000213,0.111794388522492,-0.00715853602046178,0.126166227687401
"SRN - Attn_RoPE","train","noent",0.0497365229168005,0.0220558724889057,82.3559282609506,2.2550240504799,0.278517580907035,-0.0169258589379205,0.116398904771521
"SRN - Attn_AbsPE_H80","train","noent",0.100802368750069,0.0220558724889057,82.355928324741,4.57031880288449,0.000330828153705665,0.0341399868966255,0.167464750603512
"SRN - Attn_RoPE_H80","train","noent",0.103537447916727,0.0220558724889057,82.3559283013576,4.69432564813779,0.000207502546117566,0.0368750660628208,0.170199829770633
"GRU - LSTM","train","noent",-0.0072482770834227,0.0220558724889058,82.3559283463552,-0.328632525739737,0.999892801857663,-0.07391065893643,0.0594141047695846
"GRU - Attn_AbsPE","train","noent",0.0383478708333196,0.0220558724889057,82.3559283301794,1.73866941117877,0.592506844426389,-0.0283145110200087,0.105010252686648
"GRU - Attn_RoPE","train","noent",0.0285805479166506,0.0220558724889058,82.355928289422,1.29582486165654,0.851968435152375,-0.0380818339374945,0.0952429297707958
"GRU - Attn_AbsPE_H80","train","noent",0.0796463937499187,0.0220558724889057,82.3559283684905,3.61111961406113,0.00908023065956687,0.0129840118973624,0.146308775602475
"GRU - Attn_RoPE_H80","train","noent",0.0823814729165768,0.0220558724889057,82.3559283088381,3.73512645931442,0.00611945941999803,0.0157190910628247,0.149043854770329
"LSTM - Attn_AbsPE","train","noent",0.0455961479167423,0.0220558724889057,82.3559283116228,2.0673019369185,0.381682658260525,-0.0210662339369566,0.112258529770441
"LSTM - Attn_RoPE","train","noent",0.0358288250000733,0.0220558724889058,82.3559282957361,1.62445738739628,0.667090998143489,-0.0308335568539469,0.102491206854094
"LSTM - Attn_AbsPE_H80","train","noent",0.0868946708333414,0.0220558724889057,82.3559283441496,3.93975213980087,0.0031161919032936,0.0202322889802886,0.153557052686394
"LSTM - Attn_RoPE_H80","train","noent",0.0896297499999995,0.0220558724889057,82.3559283311507,4.06375898505417,0.00204241858308662,0.022967368146694,0.156292131853305
"Attn_AbsPE - Attn_RoPE","train","noent",-0.00976732291666901,0.0220558724889057,82.3559283062279,-0.442844549522222,0.999395500908916,-0.0764297047704807,0.0568950589371427
"Attn_AbsPE - Attn_AbsPE_H80","train","noent",0.0412985229165991,0.0220558724889056,82.3559283639897,1.87245020288237,0.504165602296569,-0.0253638589360477,0.107960904769246
"Attn_AbsPE - Attn_RoPE_H80","train","noent",0.0440336020832572,0.0220558724889056,82.3559283300184,1.99645704813567,0.424805424998418,-0.0226287797700686,0.110695983936583
"Attn_RoPE - Attn_AbsPE_H80","train","noent",0.0510658458332681,0.0220558724889057,82.3559283218916,2.31529475240459,0.249356056622796,-0.01559653602023,0.117728227686766
"Attn_RoPE - Attn_RoPE_H80","train","noent",0.0538009249999262,0.0220558724889057,82.3559282810726,2.43930159765788,0.195864893329739,-0.0128614568543904,0.120463306854243
"Attn_AbsPE_H80 - Attn_RoPE_H80","train","noent",0.00273507916665812,0.0220558724889057,82.3559283482526,0.124006845253294,0.999999670247208,-0.0639273026863103,0.0693974610196265
"SRN - GRU","test","noent",0.0479197375002896,0.0491496171887541,58.7486029597634,0.974976820597781,0.957452322025187,-0.10212316835029,0.197962643350869
"SRN - LSTM","test","noent",0.0765468263888732,0.0491496171887563,58.7486029108513,1.55742467118105,0.709207297833231,-0.073496079466074,0.22658973224382
"SRN - Attn_AbsPE","test","noent",0.281641984722695,0.0491496171887572,58.7486029538236,5.73029864385434,7.38122755794546e-06,0.131599078871573,0.431684890573817
"SRN - Attn_RoPE","test","noent",0.243354176389316,0.0491496171887534,58.7486029282157,4.95129342421411,0.000128406289545024,0.0933112705359261,0.393397082242706
"SRN - Attn_AbsPE_H80","test","noent",0.292164315277952,0.0491496171887572,58.7486028726835,5.94438638567431,3.29423625178293e-06,0.142121409419613,0.442207221136291
"SRN - Attn_RoPE_H80","test","noent",0.299026779166874,0.0491496171887568,58.7486028073055,6.08401033966299,1.93920024404992e-06,0.148983873302708,0.449069685031041
"GRU - LSTM","test","noent",0.0286270888885836,0.0491496171887538,58.748602998451,0.582447850583339,0.997095200071893,-0.121415816958553,0.178669994735721
"GRU - Attn_AbsPE","test","noent",0.233722247222406,0.0491496171887543,58.7486030713395,4.7553218232569,0.00025673283136507,0.0836793413817582,0.383765153063053
"GRU - Attn_RoPE","test","noent",0.195434438889026,0.0491496171887511,58.7486030932272,3.9763166036165,0.00348589631760932,0.045391533050334,0.345477344727719
"GRU - Attn_AbsPE_H80","test","noent",0.244244577777663,0.0491496171887543,58.7486030351333,4.96940956507688,0.000120366702295982,0.0942016719337871,0.394287483621538
"GRU - Attn_RoPE_H80","test","noent",0.251107041666585,0.0491496171887537,58.7486029783971,5.10903351906558,7.2894428742809e-05,0.101064135817659,0.40114994751551
