"contrast","train_or_test","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"noent - ent","train",0.0128654835714251,0.00596659024906487,56.003184295566,-0.000626954905039934,0.0263579220478901,2.15625391293486,0.0634347636335932
"noent - ent","test",0.00592173321427208,0.0141295872049871,56.003178958781,-0.0260299474111931,0.0378734138397373,0.41910164312387,0.876230174478204
