"contrast","train_or_test","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"noent - ent","train",-0.0229906406750021,0.00388894235549725,168.77453676134,-0.0317637711037727,-0.0142175102462316,-5.9117977520298,3.64495665872155e-08
"noent - ent","test",-0.0110149511907297,0.0206375478999536,60.1147585242087,-0.058318631665847,0.0362887292843876,-0.533733525132337,0.835242261020829
