"contrast","train_or_test","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"noent - ent","train",-0.0239099791664674,0.00914509338961697,109.37884924874,-0.0446333811951145,-0.00318657713782016,-2.61451448856869,0.0202419764189845
"noent - ent","test",0.0324885738093491,0.0188287898232556,61.9295374001863,-0.0106206798662656,0.0755978274849637,1.72547328396125,0.169608556040694
