"contrast","train_or_test","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"noent - ent","train",-0.0348375964285678,0.00794670262032855,154.933410980448,-0.0521044355631875,-0.017570757293948,-4.38390589065826,3.96965335462962e-05
"noent - ent","test",-0.0339439988095201,0.00794670262032855,154.933410980448,-0.0512108379441398,-0.0166771596749004,-4.27145703460547,6.22896570205977e-05
