"contrast","train_or_test","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"noent - ent","train",-0.011899727211217,0.00551990064062578,161.240094507466,-0.0243364493432724,0.000536994920838432,-2.15578648710386,0.0633536614381988
"noent - ent","test",-0.114967619913818,0.0151264248794774,73.1121525657677,-0.149425535884541,-0.0805097039430947,-7.60044893818886,1.58238200320682e-10
