"contrast","train_or_test","entity","estimate","SE","df","t.ratio","p.value","lower.CL","upper.CL"
"SRN - GRU","train","noent",-0.056450966666671,0.0252923853079775,75.5492867223095,-2.23193526349077,0.291263111174967,-0.133066856494493,0.0201649231611506
"SRN - LSTM","train","noent",-0.0146999333333372,0.0252923853079775,75.5492867217972,-0.581199960159576,0.997177972081059,-0.0913158231611732,0.0619159564944988
"SRN - Attn_AbsPE","train","noent",-0.0436705499999994,0.0252923853079775,75.5492867223825,-1.72662836929916,0.600676765343958,-0.120286439827821,0.0329453398278224
"SRN - Attn_RoPE","train","noent",-0.0224757666666727,0.0252923853079775,75.5492867225562,-0.888637682566995,0.973233576163609,-0.0990916564944889,0.0541401231611435
"SRN - Attn_AbsPE_H80","train","noent",-0.0244642333333411,0.0252923853079775,75.5492867218003,-0.967256865473451,0.959463502347871,-0.101080123161183,0.0521516564945008
"SRN - Attn_RoPE_H80","train","noent",0.027670516666665,0.0252923853079775,75.5492867299091,1.09402558634663,0.92800499449035,-0.0489453731609474,0.104286406494277
"GRU - LSTM","train","noent",0.0417510333333339,0.0252923853079775,75.5492867235537,1.6507353033312,0.650256385889269,-0.0348648564944535,0.118366923161121
"GRU - Attn_AbsPE","train","noent",0.0127804166666716,0.0252923853079775,75.5492867244726,0.50530689419161,0.9987113777894,-0.0638354731610974,0.0893963064944407
"GRU - Attn_RoPE","train","noent",0.0339751999999984,0.0252923853079775,75.5492867244151,1.34329758092378,0.829213419509391,-0.0426406898277704,0.110591089827767
"GRU - Attn_AbsPE_H80","train","noent",0.0319867333333299,0.0252923853079775,75.5492867239989,1.26467839801732,0.865656430920485,-0.0446291564944455,0.108602623161105
"GRU - Attn_RoPE_H80","train","noent",0.0841214833333361,0.0252923853079775,75.549286731887,3.32596084983741,0.022105489562669,0.00750559350577332,0.160737373160899
"LSTM - Attn_AbsPE","train","noent",-0.0289706166666622,0.0252923853079775,75.5492867232696,-1.14542840913959,0.911691805902824,-0.105586506494462,0.0476452731611371
"LSTM - Attn_RoPE","train","noent",-0.00777583333333548,0.0252923853079775,75.5492867231462,-0.307437722407419,0.999927048516549,-0.0843917231611391,0.0688400564944681
"LSTM - Attn_AbsPE_H80","train","noent",-0.00976430000000393,0.0252923853079775,75.5492867228764,-0.386056905313875,0.999724482023816,-0.0863801898278196,0.0668515898278117
"LSTM - Attn_RoPE_H80","train","noent",0.0423704500000022,0.0252923853079775,75.5492867299495,1.67522554650621,0.634364613796789,-0.0342454398276119,0.118986339827616
"Attn_AbsPE - Attn_RoPE","train","noent",0.0211947833333267,0.0252923853079775,75.5492867239607,0.83799068673217,0.980079589880689,-0.0554211064944614,0.0978106731611148
"Attn_AbsPE - Attn_AbsPE_H80","train","noent",0.0192063166666583,0.0252923853079775,75.549286723692,0.759371503825713,0.988024556165658,-0.0574095731611281,0.0958222064944446
"Attn_AbsPE - Attn_RoPE_H80","train","noent",0.0713410666666644,0.0252923853079775,75.5492867310288,2.8206539556458,0.0845775906699702,-0.00527482316091324,0.147956956494242
"Attn_RoPE - Attn_AbsPE_H80","train","noent",-0.00198846666666845,0.0252923853079775,75.5492867235464,-0.0786191829064563,0.999999978314887,-0.0786043564944578,0.0746274231611209
"Attn_RoPE - Attn_RoPE_H80","train","noent",0.0501462833333377,0.0252923853079775,75.5492867312064,1.98266326891363,0.434085112114105,-0.0264696064942497,0.126762173160925
"Attn_AbsPE_H80 - Attn_RoPE_H80","train","noent",0.0521347500000062,0.0252923853079775,75.5492867310552,2.06128245182008,0.386070256351225,-0.0244811398275823,0.128750639827595
"SRN - GRU","test","noent",-0.0564536666666711,0.0252923853079775,75.5492867238593,-2.232042014988,0.29120843319937,-0.133069556494455,0.020162223161113
"SRN - LSTM","test","noent",-0.0146931500000039,0.0252923853079775,75.5492867233469,-0.580931763496799,0.997185186225098,-0.0913090398277965,0.0619227398277886
"SRN - Attn_AbsPE","test","noent",-0.043664816666666,0.0252923853079775,75.5492867239322,-1.72640168710752,0.600826037672661,-0.12028070649445,0.0329510731611183
"SRN - Attn_RoPE","test","noent",-0.0226050333333395,0.0252923853079775,75.5492867241059,-0.89374857523658,0.972458941528946,-0.0992209231611155,0.0540108564944365
"SRN - Attn_AbsPE_H80","test","noent",-0.0276229333333412,0.0252923853079775,75.5492867233501,-1.09214425594839,0.928562023418095,-0.104238823161145,0.0489929564944627
"SRN - Attn_RoPE_H80","test","noent",0.0142463333333316,0.0252923853079775,75.5492867314588,0.563265708625678,0.997629220814374,-0.0623695564942405,0.0908622231609038
"GRU - LSTM","test","noent",0.0417605166666672,0.0252923853079775,75.5492867251035,1.6511102514912,0.650014067636522,-0.0348553731610808,0.118376406494415
"GRU - Attn_AbsPE","test","noent",0.0127888500000051,0.0252923853079775,75.5492867260224,0.505640327880477,0.998706563079503,-0.0638270398277163,0.0894047398277265
"GRU - Attn_RoPE","test","noent",0.0338486333333316,0.0252923853079775,75.5492867259649,1.33829343975142,0.831670017085653,-0.0427672564943869,0.11046452316105
"GRU - Attn_AbsPE_H80","test","noent",0.0288307333333299,0.0252923853079775,75.5492867255487,1.13989775903961,0.913548906933432,-0.0477851564944085,0.105446623161068
"GRU - Attn_RoPE_H80","test","noent",0.0707000000000027,0.0252923853079775,75.5492867334368,2.79530772361368,0.089896069747297,-0.00591588982751468,0.14731588982752
"LSTM - Attn_AbsPE","test","noent",-0.0289716666666621,0.0252923853079775,75.5492867248193,-1.14546992361073,0.911677772695338,-0.105587556494413,0.0476442231610887
"LSTM - Attn_RoPE","test","noent",-0.00791188333333559,0.0252923853079775,75.549286724696,-0.31281681173978,0.999919232797515,-0.0845277731610962,0.0687040064944251
"LSTM - Attn_AbsPE_H80","test","noent",-0.0129297833333373,0.0252923853079775,75.5492867244262,-0.511212492451593,0.998623944189795,-0.0895456731611021,0.0636861064944275
"LSTM - Attn_RoPE_H80","test","noent",0.0289394833333356,0.0252923853079775,75.5492867314992,1.14419747212248,0.912107269522427,-0.0476764064942358,0.105555373160907
"Attn_AbsPE - Attn_RoPE","test","noent",0.0210597833333265,0.0252923853079775,75.5492867255105,0.832653111870945,0.980717228873928,-0.0555561064944157,0.0976756731610686
"Attn_AbsPE - Attn_AbsPE_H80","test","noent",0.0160418833333248,0.0252923853079775,75.5492867252418,0.634257431159132,0.995435304666676,-0.0605740064944205,0.0926577731610701
"Attn_AbsPE - Attn_RoPE_H80","test","noent",0.0579111499999976,0.0252923853079775,75.5492867325786,2.2896673957332,0.262603470142629,-0.0187047398275419,0.134527039827537
"Attn_RoPE - Attn_AbsPE_H80","test","noent",-0.00501790000000166,0.0252923853079775,75.5492867250962,-0.198395680711813,0.999994527251749,-0.0816337898277494,0.071597989827746
"Attn_RoPE - Attn_RoPE_H80","test","noent",0.0368513666666712,0.0252923853079775,75.5492867327562,1.45701428386226,0.768817227832865,-0.0397645231608701,0.113467256494212
"Attn_AbsPE_H80 - Attn_RoPE_H80","test","noent",0.0418692666666728,0.0252923853079775,75.549286732605,1.65540996457407,0.647232967583792,-0.0347466231608709,0.118485156494217
"SRN - GRU","train","ent",0.0113472333333257,0.0252923853079775,75.5492867263908,0.448642276920658,0.999345138109582,-0.0652686564943873,0.0879631231610386
"SRN - LSTM","train","ent",0.0195575333333236,0.0252923853079775,75.5492867258785,0.773257764942987,0.986834653340883,-0.0570583564944068,0.0961734231610539
"SRN - Attn_AbsPE","train","ent",0.0192328666666644,0.0252923853079775,75.5492867264637,0.760421226881993,0.987937561460424,-0.05738302316105,0.0958487564943787
"SRN - Attn_RoPE","train","ent",0.0326320999999932,0.0252923853079775,75.5492867266375,1.29019464169323,0.854341463543895,-0.0439837898277171,0.109247989827703
"SRN - Attn_AbsPE_H80","train","ent",0.0230434166666588,0.0252923853079775,75.5492867258816,0.911081196418063,0.969711472961865,-0.0535724731610665,0.0996593064943841
"SRN - Attn_RoPE_H80","train","ent",0.0255046999999955,0.0252923853079775,75.5492867317849,1.00839441157616,0.950572332960729,-0.051111189827569,0.10212058982756
"GRU - LSTM","train","ent",0.00821029999999791,0.0252923853079775,75.549286727635,0.324615488022329,0.999899662245092,-0.0684055898276806,0.0848261898276764
"GRU - Attn_AbsPE","train","ent",0.00788563333333872,0.0252923853079775,75.5492867285539,0.311778949961335,0.999920792028138,-0.0687302564943143,0.0845015231609918
"GRU - Attn_RoPE","train","ent",0.0212848666666675,0.0252923853079775,75.5492867284964,0.841552364772571,0.979645543603253,-0.0553310231609896,0.0979007564943247
"GRU - Attn_AbsPE_H80","train","ent",0.0116961833333331,0.0252923853079775,75.5492867280802,0.462438919497404,0.999221322157671,-0.0649197064943312,0.0883120731609975
"GRU - Attn_RoPE_H80","train","ent",0.0141574666666698,0.0252923853079775,75.5492867337628,0.559752134655499,0.997710497216164,-0.0624584231608348,0.0907733564941744
"LSTM - Attn_AbsPE","train","ent",-0.000324666666659186,0.0252923853079775,75.5492867273509,-0.0128365380609943,0.999999999999727,-0.0769405564943423,0.0762912231610239
"LSTM - Attn_RoPE","train","ent",0.0130745666666696,0.0252923853079775,75.5492867272275,0.516936876750242,0.998534718794486,-0.0635413231610223,0.0896904564943615
"LSTM - Attn_AbsPE_H80","train","ent",0.00348588333333524,0.0252923853079775,75.5492867269577,0.137823431475075,0.999999376162298,-0.073130006494361,0.0801017731610315
"LSTM - Attn_RoPE_H80","train","ent",0.0059471666666719,0.0252923853079775,75.5492867318253,0.23513664663317,0.999984997812142,-0.0706687231608923,0.0825630564942361
"Attn_AbsPE - Attn_RoPE","train","ent",0.0133992333333288,0.0252923853079775,75.549286728042,0.529773414811236,0.998317761059379,-0.0632166564943394,0.090015123160997
"Attn_AbsPE - Attn_AbsPE_H80","train","ent",0.00381054999999443,0.0252923853079775,75.5492867277733,0.15065996953607,0.999998938288166,-0.0728053398276801,0.080426439827669
"Attn_AbsPE - Attn_RoPE_H80","train","ent",0.00627183333333108,0.0252923853079775,75.5492867329046,0.247973184694164,0.999979450462622,-0.0703440564942052,0.0828877231608674
"Attn_RoPE - Attn_AbsPE_H80","train","ent",-0.00958868333333437,0.0252923853079775,75.5492867276277,-0.379113445275167,0.999752008398198,-0.0862045731610127,0.067027206494344
