"contrast","train_or_test","entity","estimate","SE","df","t.ratio","p.value","lower.CL","upper.CL"
"SRN - GRU","train","noent",0.00234308750002918,0.0166132149454893,68.6145279105699,0.141037572060389,0.999999278626404,-0.0481198108784933,0.0528059858785516
"SRN - LSTM","train","noent",0.00723384124997079,0.0166132149454894,68.6145279250402,0.435426934142861,0.999444578438725,-0.0432290571282332,0.0576967396281747
"SRN - Attn_AbsPE","train","noent",0.0650327087493363,0.0171731416676387,78.1598767921313,3.7868847767025,0.00531595706077936,0.0130587510183701,0.117006666480303
"SRN - Attn_RoPE","train","noent",0.0579425987493391,0.0171731416676388,78.159876888612,3.37402438474764,0.0190135900986832,0.00596864102005477,0.109916556478623
"SRN - Attn_AbsPE_H80","train","noent",0.133660279999279,0.0171731416676387,78.1598768585877,7.78310006323134,4.51632842235483e-10,0.0816863222694734,0.185634237729085
"SRN - Attn_RoPE_H80","train","noent",0.0976396799993921,0.0171731416676398,78.1598756885047,5.68560382771311,4.41490417502077e-06,0.0456657222492037,0.149613637749581
"GRU - LSTM","train","noent",0.00489075374994161,0.0166132149454893,68.6145279122104,0.294389362082474,0.999943047564874,-0.0455721446285404,0.0553536521284236
"GRU - Attn_AbsPE","train","noent",0.0626896212493071,0.0171731416676386,78.1598768311151,3.65044570542621,0.00821313731194773,0.010715663519018,0.114663578979596
"GRU - Attn_RoPE","train","noent",0.0555995112493099,0.0171731416676387,78.1598769038388,3.23758531347135,0.0281389102838613,0.00362555352028886,0.107573468978331
"GRU - Attn_AbsPE_H80","train","noent",0.13131719249925,0.0171731416676385,78.1598768919257,7.64666099195509,8.78002004434109e-10,0.0793432347700201,0.18329115022848
"GRU - Attn_RoPE_H80","train","noent",0.0952965924993629,0.0171731416676397,78.1598757328712,5.54916475643684,7.71710834757133e-06,0.0433226347499427,0.147270550248783
"LSTM - Attn_AbsPE","train","noent",0.0577988674993655,0.0171731416676387,78.1598768271577,3.36565484743438,0.0194849426539578,0.0058249097690052,0.109772825229726
"LSTM - Attn_RoPE","train","noent",0.0507087574993683,0.0171731416676388,78.1598769039214,2.95279445547953,0.060524011823571,-0.00126520022964857,0.102682715228385
"LSTM - Attn_AbsPE_H80","train","noent",0.126426438749309,0.0171731416676386,78.1598768836993,7.36187013396324,3.25128757250326e-09,0.0744524810199333,0.178400396478684
"LSTM - Attn_RoPE_H80","train","noent",0.0904058387494213,0.0171731416676398,78.1598757163338,5.26437389844502,2.42923497947301e-05,0.0384318809997182,0.142379796499124
"Attn_AbsPE - Attn_RoPE","train","noent",-0.00709010999999724,0.0166132149454887,68.6145270734371,-0.426775312500399,0.999505060225935,-0.0575530083968874,0.0433727883968929
"Attn_AbsPE - Attn_AbsPE_H80","train","noent",0.0686275712499431,0.0166132149454886,68.6145270814876,4.13090250593424,0.00185890773023589,0.0181646728532318,0.119090469646654
"Attn_AbsPE - Attn_RoPE_H80","train","noent",0.0326069712500558,0.0166132149454886,68.6145270670343,1.9627128979578,0.447383361407927,-0.0178559271469719,0.0830698696470835
"Attn_RoPE - Attn_AbsPE_H80","train","noent",0.0757176812499403,0.0166132149454887,68.6145271285825,4.55767781843462,0.000422427408228399,0.0252547828542618,0.126180579645619
"Attn_RoPE - Attn_RoPE_H80","train","noent",0.039697081250053,0.0166132149454887,68.6145271079029,2.38948821045819,0.218883061230588,-0.0107658171460782,0.0901599796461842
"Attn_AbsPE_H80 - Attn_RoPE_H80","train","noent",-0.0360205999998873,0.0166132149454886,68.6145270954504,-2.16818960797644,0.326158169047023,-0.0864834983962898,0.0144422983965152
"SRN - GRU","test","noent",0.0243229225000795,0.0377400868905496,58.169329576903,0.644485068903489,0.994934887369833,-0.0909292226084301,0.139575067608589
"SRN - LSTM","test","noent",0.0145321624998612,0.03774008689055,58.1693296595174,0.385059063112545,0.999722991563621,-0.100719982602892,0.129784307602614
"SRN - Attn_AbsPE","test","noent",0.1836039437491,0.0379898939511324,59.7203569442422,4.83296805158961,0.000190535373680856,0.0676949800283184,0.299512907469882
"SRN - Attn_RoPE","test","noent",0.0207026649991417,0.0379898939511331,59.7203571311461,0.544951902886904,0.997996554938267,-0.0952062987092013,0.136611628707485
"SRN - Attn_AbsPE_H80","test","noent",0.167388938748929,0.0379898939511324,59.720357017035,4.40614388037637,0.000837664959795092,0.0514799750329892,0.283297902464869
"SRN - Attn_RoPE_H80","test","noent",0.120652368749253,0.0379898939511333,59.7203571393176,3.17590696369012,0.0361084363314113,0.004743405041448,0.236561332457058
"GRU - LSTM","test","noent",-0.00979076000021833,0.0377400868905492,58.1693296112061,-0.259426005790944,0.999972578944991,-0.125042905106335,0.105461385105899
"GRU - Attn_AbsPE","test","noent",0.159281021249021,0.0379898939511316,59.7203568408704,4.19272087081665,0.00170825479270986,0.0433720575213631,0.275189984976678
"GRU - Attn_RoPE","test","noent",-0.00362025750093786,0.0379898939511323,59.7203570511533,-0.0952952778861324,0.999999929983461,-0.119529221214602,0.112288706212726
"GRU - Attn_AbsPE_H80","test","noent",0.14306601624885,0.0379898939511315,59.7203569719743,3.76589669960341,0.00664044560202748,0.027157052529915,0.258974979967784
"GRU - Attn_RoPE_H80","test","noent",0.0963294462491736,0.0379898939511324,59.720357080694,2.53565978291714,0.16537175856783,-0.0195795174625249,0.212238409960872
"LSTM - Attn_AbsPE","test","noent",0.169071781249239,0.037989893951132,59.7203569942991,4.45044099008866,0.000720700178379219,0.0531628175317875,0.284980744966691
"LSTM - Attn_RoPE","test","noent",0.00617050249928048,0.0379898939511326,59.7203571736279,0.162424841385916,0.999998304175661,-0.109738461206242,0.122079466204803
"LSTM - Attn_AbsPE_H80","test","noent",0.152856776249068,0.0379898939511318,59.7203570925728,4.02361681887543,0.00295905480521397,0.0369478125381587,0.268765739959977
"LSTM - Attn_RoPE_H80","test","noent",0.106120206249392,0.0379898939511328,59.7203571922669,2.79337990218916,0.0938273092185555,-0.00978875745487763,0.222029169953662
"Attn_AbsPE - Attn_RoPE","test","noent",-0.162901278749959,0.0377400868905568,58.1693262770252,-4.31639914402844,0.00116485545584721,-0.278153424088731,-0.0476491334111863
"Attn_AbsPE - Attn_AbsPE_H80","test","noent",-0.0162150050001712,0.0377400868905562,58.1693262326652,-0.429649381761989,0.999478796737618,-0.131467150342041,0.0990371403416982
"Attn_AbsPE - Attn_RoPE_H80","test","noent",-0.0629515749998471,0.037740086890556,58.1693262029152,-1.66802941345638,0.639489675694571,-0.178203720343785,0.0523005703440906
"Attn_RoPE - Attn_AbsPE_H80","test","noent",0.146686273749787,0.0377400868905567,58.1693263794279,3.88674976226647,0.00465359722868708,0.0314341284181607,0.261938419081414
"Attn_RoPE - Attn_RoPE_H80","test","noent",0.0999497037501115,0.0377400868905567,58.1693263392639,2.64836973057211,0.130606544551625,-0.0153024415843219,0.215201849084545
"Attn_AbsPE_H80 - Attn_RoPE_H80","test","noent",-0.0467365699996759,0.0377400868905559,58.1693262427623,-1.2383800316944,0.876088958783673,-0.16198871534084,0.0685155753414883
"SRN - GRU","train","ent",0.0104248749999977,0.0166132149454893,68.6145278958791,0.627504973251923,0.995669707214585,-0.0400380233788449,0.0608877733788403
"SRN - LSTM","train","ent",0.0104959124999872,0.0166132149454894,68.6145279318105,0.631780936707671,0.995505948308526,-0.0399669858780647,0.060958810878039
"SRN - Attn_AbsPE","train","ent",0.042680096249284,0.0171731416676387,78.1598768090177,2.48528178916214,0.178979736290108,-0.00929386148139143,0.0946540539799595
"SRN - Attn_RoPE","train","ent",0.0469075487493336,0.0171731416676388,78.1598768939251,2.73144830789619,0.104061981825309,-0.00506640897986296,0.0988815064785301
