"contrast","train_or_test","estimate","SE","df","t.ratio","p.value","lower.CL","upper.CL"
"SRN - GRU","train",-0.0032741104477571,0.00476514279909898,99.0559624239432,-0.687095977139695,0.993048497219708,-0.0176162262801659,0.0110680053846517
"SRN - LSTM","train",-0.000502449999999181,0.00476514279909899,99.0559625476521,-0.10544280018097,0.999999876466638,-0.0148445658320383,0.0138396658320399
"SRN - Attn_AbsPE","train",0.0336373499998905,0.00649630596802201,219.449369702703,5.17791960007272,1.0442748375139e-05,0.0143049912669567,0.0529697087328243
"SRN - Attn_RoPE","train",0.029257915671534,0.00649630596802201,219.449369901333,4.50377734908973,0.000217146123943746,0.00992555693876251,0.0485902744043054
"SRN - Attn_AbsPE_H80","train",0.0577331880595881,0.00649630596802201,219.449369827855,8.88707957164871,1.0458300891969e-13,0.0384008293267556,0.0770655467924205
"SRN - Attn_RoPE_H80","train",0.0571595552237719,0.00649630596802197,219.449369875868,8.79877818334595,1.13131726209303e-13,0.0378271964909792,0.0764919139565645
"GRU - LSTM","train",0.00277166044775791,0.00476514279909898,99.0559624671323,0.581653176958725,0.99720604782433,-0.011570455384521,0.0171137762800368
"GRU - Attn_AbsPE","train",0.0369114604476476,0.00649630596802199,219.449369690889,5.68191532685559,8.75568359925971e-07,0.0175791017147047,0.0562438191805905
"GRU - Attn_RoPE","train",0.032532026119291,0.00649630596802199,219.449369801032,5.00777307587261,2.31837348554365e-05,0.013199667386435,0.0518643848521471
"GRU - Attn_AbsPE_H80","train",0.0610072985073452,0.006496305968022,219.449369789387,9.3910752984316,1.05249142734465e-13,0.0416749397744766,0.0803396572402137
"GRU - Attn_RoPE_H80","train",0.060433665671529,0.00649630596802195,219.449369598629,9.30277391012885,1.02140518265514e-13,0.0411013069385049,0.079766024404553
"LSTM - Attn_AbsPE","train",0.0341397999998897,0.00649630596802201,219.449369855959,5.25526355561799,7.21843822115709e-06,0.0148074412670803,0.053472158732699
"LSTM - Attn_RoPE","train",0.0297603656715331,0.00649630596802201,219.44936994633,4.581121304635,0.000156008344505243,0.0104280069388008,0.0490927244042655
"LSTM - Attn_AbsPE_H80","train",0.0582356380595872,0.00649630596802201,219.449369920103,8.96442352719399,1.04805053524615e-13,0.0389032793268296,0.0775679967923449
"LSTM - Attn_RoPE_H80","train",0.0576620052237711,0.00649630596802197,219.449369935169,8.87612213889123,1.0547118733939e-13,0.0383296464910221,0.07699436395652
"Attn_AbsPE - Attn_RoPE","train",-0.00437943432835656,0.00476514279909899,99.0559625625555,-0.919056261899357,0.968683884952253,-0.0187215501603516,0.00996268150363849
"Attn_AbsPE - Attn_AbsPE_H80","train",0.0240958380596976,0.00476514279909899,99.055962554923,5.05668750666898,3.96179615432812e-05,0.00975372222768072,0.0384379538917144
"Attn_AbsPE - Attn_RoPE_H80","train",0.0235222052238814,0.004765142799099,99.0559627237821,4.93630646878599,6.48481827515424e-05,0.00918008939236915,0.0378643210553936
"Attn_RoPE - Attn_AbsPE_H80","train",0.0284752723880541,0.00476514279909899,99.0559625698275,5.97574376856834,7.48942196593383e-07,0.0141331565560822,0.042817388220026
"Attn_RoPE - Attn_RoPE_H80","train",0.0279016395522379,0.00476514279909898,99.0559628394454,5.85536273068536,1.28286510026054e-06,0.013559523721072,0.0422437553834038
"Attn_AbsPE_H80 - Attn_RoPE_H80","train",-0.00057363283581619,0.004765142799099,99.0559627229172,-0.120381037882989,0.999999727081218,-0.01491574866733,0.0137684829956976
"SRN - GRU","test",-0.0202672000000588,0.0244084112021473,58.7066084786831,-0.830336715987306,0.980741066508911,-0.0947825369614501,0.0542481369613326
"SRN - LSTM","test",0.0125681327586415,0.0244084112021474,58.7066085438266,0.514909907677061,0.998540761195193,-0.0619472041998658,0.0870834697171488
"SRN - Attn_AbsPE","test",0.0195821534483535,0.0253142577668999,67.7446716179058,0.773562220495302,0.986732999267745,-0.0573397658752458,0.0965040727719528
"SRN - Attn_RoPE","test",0.041966353448288,0.0253142577668997,67.7446710412647,1.65781488972441,0.64582557848169,-0.0349555658951018,0.118888272791678
"SRN - Attn_AbsPE_H80","test",0.0311148362068804,0.0253142577668998,67.7446710452317,1.22914274214136,0.880295588928138,-0.0458070831363728,0.108036755550134
"SRN - Attn_RoPE_H80","test",0.0547674293103752,0.0253142577668997,67.7446710742513,2.16350128906358,0.328875582472153,-0.0221544900318762,0.131689348652627
"GRU - LSTM","test",0.0328353327587002,0.0244084112021473,58.7066084475166,1.34524662366437,0.827639798247271,-0.0416800042040711,0.107350669721472
"GRU - Attn_AbsPE","test",0.0398493534484123,0.0253142577668997,67.7446715707671,1.57418612923024,0.698893811138938,-0.0370725658768064,0.116771272773631
"GRU - Attn_RoPE","test",0.0622335534483468,0.0253142577668994,67.7446709922422,2.45843879845936,0.191247149882914,-0.0146883658967213,0.139155472793415
"GRU - Attn_AbsPE_H80","test",0.0513820362069392,0.0253142577668996,67.7446710078818,2.0297666508763,0.406073845871079,-0.0255398831375918,0.12830395555147
"GRU - Attn_RoPE_H80","test",0.0750346293104339,0.0253142577668995,67.7446709917434,2.96412519779853,0.0605050850653515,-0.00188729003465229,0.15195654865552
"LSTM - Attn_AbsPE","test",0.00701402068971203,0.0253142577668998,67.744671555003,0.277077872647854,0.999960096351018,-0.0699078986360461,0.0839359400154702
"LSTM - Attn_RoPE","test",0.0293982206896465,0.0253142577668996,67.7446709984792,1.16133054187696,0.905955475924401,-0.0475236986552125,0.106320140034506
"LSTM - Attn_AbsPE_H80","test",0.018546703448239,0.0253142577668997,67.7446710731521,0.732658394293912,0.990023828368176,-0.0583752158940604,0.0954686227905383
"LSTM - Attn_RoPE_H80","test",0.0421992965517337,0.0253142577668996,67.7446710407678,1.66701694121613,0.639873893767899,-0.0347226227916719,0.119121215895139
"Attn_AbsPE - Attn_RoPE","test",0.0223841999999345,0.0244084112021483,58.7066080768979,0.917069112551018,0.968360113813905,-0.0521311369792538,0.0968995369791227
"Attn_AbsPE - Attn_AbsPE_H80","test",0.0115326827585269,0.0244084112021484,58.7066082359826,0.472488055982597,0.999103255360116,-0.0629826542136141,0.086048019730668
"Attn_AbsPE - Attn_RoPE_H80","test",0.0351852758620217,0.0244084112021484,58.7066080028866,1.44152257886104,0.777085574483031,-0.0393300611204434,0.109700612844487
"Attn_RoPE - Attn_AbsPE_H80","test",-0.0108515172414076,0.0244084112021483,58.7066078932599,-0.444581056568421,0.999366503603814,-0.0853668542287283,0.0636638197459131
"Attn_RoPE - Attn_RoPE_H80","test",0.0128010758620872,0.0244084112021483,58.7066077656605,0.524453466310027,0.998381890247602,-0.0617142611308878,0.0873164128550622
"Attn_AbsPE_H80 - Attn_RoPE_H80","test",0.0236525931034947,0.0244084112021484,58.7066077933363,0.969034522878444,0.958676017485251,-0.0508627438882549,0.0981679300952443
