"contrast","train_or_test","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"noent - ent","train",0.0278111066071455,0.00515762542624995,55.71075937925,0.0159813777388356,0.0396408354754554,5.39223078620632,3.01536690328064e-06
"noent - ent","test",-0.00739999553567092,0.0192514222884929,56.3349739414727,-0.0515345405945336,0.0367345495231917,-0.384386952027649,0.908989577701117
