"contrast","train_or_test","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"noent - ent","train",-0.00772140000008804,0.00425447903578849,186.185648724435,-0.0173114263754356,0.00186862637525956,-1.81488730703242,0.137012719209865
"noent - ent","test",-0.0634068172413018,0.0140374562705313,77.5522144453708,-0.0954063742922958,-0.0314072601903079,-4.51697344727699,4.45465067091533e-05
