"contrast","train_or_test","arch","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"noent - ent","train","SRN",-0.00480404166640986,0.020660616984786,63.5155992294257,-0.067019413245388,0.0574113299125683,-0.232521694291484,0.999999999901417
"noent - ent","test","SRN",-0.0041842180556567,0.048743730452552,56.8330753549241,-0.151517966558075,0.143149530446762,-0.0858411536583087,1
"noent - ent","train","GRU",-0.012727756249819,0.0206606169847861,63.5155991644485,-0.0749442370686271,0.0494887245689891,-0.6160395044926,0.999966265703538
"noent - ent","test","GRU",0.0973668874998638,0.0487437304525518,56.8330755726652,-0.0499656510218632,0.244699426021591,1.99752638125723,0.492251134446361
"noent - ent","train","LSTM",-0.00906996666644657,0.020660616984786,63.515599186659,-0.0712842693092265,0.0531443359763334,-0.43899786115417,0.999999512883808
"noent - ent","test","LSTM",0.0473706722221845,0.0487437304525517,56.8330752649828,-0.0999594792829989,0.194700823727368,0.971831080271878,0.994994941344469
"noent - ent","train","Attn_AbsPE",-0.017671287499801,0.020660616984786,63.5155993299208,-0.0798870726745735,0.0445444976749715,-0.855312671098532,0.998641342894939
"noent - ent","test","Attn_AbsPE",-0.0622291777779052,0.0487437304525515,56.8330755052603,-0.209562548070412,0.0851041925146021,-1.27666014070221,0.949575249171387
"noent - ent","train","Attn_RoPE",-0.00322451041647325,0.020660616984786,63.5155992313435,-0.0654396678932832,0.0589906470603367,-0.156070383515057,0.999999999999596
"noent - ent","test","Attn_RoPE",0.0402925208330772,0.0487437304525521,56.8330755449229,-0.107038710509923,0.187623752176077,0.826619556176532,0.999019727886182
"noent - ent","train","Attn_AbsPE_H80",-0.0465124708331646,0.0206606169847861,63.5155993163584,-0.108727567162137,0.0157026254958074,-2.25126243167932,0.312991363268737
"noent - ent","test","Attn_AbsPE_H80",0.101358798610816,0.048743730452552,56.8330754331378,-0.045974861333957,0.248692458555588,2.07942226969025,0.430942598234396
"noent - ent","train","Attn_RoPE_H80",-0.0733598208331572,0.0206606169847861,63.5155992045434,-0.13557524418919,-0.0111443974771239,-3.55070813650809,0.0101236255340348
"noent - ent","test","Attn_RoPE_H80",0.00744453333306429,0.048743730452552,56.8330754553579,-0.139891696607674,0.154780763273803,0.152728017817818,0.999999999999681
