"contrast","train_or_test","arch","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"noent - ent","train","SRN",0.0170054474999973,0.0136457942334803,55.7107594966243,-0.0242920497446875,0.058302944744682,1.24620430361422,0.956930526422389
"noent - ent","test","SRN",0.032488396250004,0.0509344757596359,56.334976293552,-0.121543528984662,0.18652032148467,0.63784687611824,0.999944044443803
"noent - ent","train","GRU",0.0506987962500039,0.0136457942334803,55.7107594998346,0.00940041762575009,0.0919971748742578,3.71534227927995,0.00658624049736267
"noent - ent","test","GRU",0.0494952037500848,0.0509344757596361,56.334976331561,-0.104536089500757,0.203526497000926,0.97174267550444,0.994836781402899
"noent - ent","train","LSTM",0.0308497412500054,0.0136457942334803,55.7107595051283,-0.0104470321096028,0.0721465146096135,2.26075087475046,0.309283433950331
"noent - ent","test","LSTM",0.0401513200000777,0.0509344757596357,56.334976289816,-0.1138779695281,0.194180609528256,0.78829357525059,0.999384967294149
"noent - ent","train","Attn_AbsPE",0.0334270499999867,0.0136457942334813,55.7107592813719,-0.00787058596961038,0.0747246859695838,2.44962289684614,0.209045115170787
"noent - ent","test","Attn_AbsPE",-0.0995650537501277,0.0509344757596388,56.3349721267579,-0.253597951615894,0.0544678441156383,-1.95476741961531,0.524004357798995
"noent - ent","train","Attn_RoPE",0.027082446250017,0.0136457942334813,55.710759293332,-0.0142149715028998,0.0683798640029338,1.98467350354497,0.501107536290879
"noent - ent","test","Attn_RoPE",0.028353487500166,0.0509344757596389,56.3349720684988,-0.125675826828927,0.182382801829259,0.556665933580367,0.999989141080321
"noent - ent","train","Attn_AbsPE_H80",0.0353590600000119,0.0136457942334813,55.7107592857348,-0.00593821654451646,0.0766563365445402,2.5912057147436,0.151586600218125
"noent - ent","test","Attn_AbsPE_H80",0.0175435412501524,0.050934475759639,56.334972118849,-0.136488459513863,0.171575542014168,0.344433529323847,0.999999977370903
"noent - ent","train","Attn_RoPE_H80",0.000255204999996091,0.0136457942334812,55.7107592676967,-0.0410422677142673,0.0415526777142594,0.0187020993889767,1
"noent - ent","test","Attn_RoPE_H80",-0.120266863750054,0.050934475759639,56.334972066038,-0.274301687617768,0.0337679601176609,-2.36120745244529,0.252084704420565
