"contrast","train_or_test","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"noent - ent","train",-0.0309246761904754,0.00955962308407604,75.5492867180075,-0.0521019989343994,-0.00974735344655137,-3.23492630603692,0.0032778376346162
"noent - ent","test",-0.0284858404761897,0.00955962308407604,75.5492867195573,-0.0496631632201137,-0.00730851773226568,-2.97980790933484,0.00692520542408082
