"contrast","train_or_test","estimate","SE","df","t.ratio","p.value","lower.CL","upper.CL"
"SRN - GRU","train",0.0171941177084453,0.0169187755845196,112.857853921358,1.01627435286615,0.949300695396101,-0.0335995229003032,0.0679877583171938
"SRN - LSTM","train",0.0117747354167088,0.0169187755845196,112.857853865498,0.695956711399522,0.992590753976063,-0.0390189051924952,0.0625683760259128
"SRN - Attn_AbsPE","train",0.0530702229167739,0.0169187755845196,112.857853833674,3.13676498938448,0.0344425620241006,0.00227658230730861,0.103863863526239
"SRN - Attn_RoPE","train",0.0505262885417688,0.0169187755845196,112.857853793398,2.98640337708595,0.0521741216139296,-0.000267352068024189,0.101319929151562
"SRN - Attn_AbsPE_H80","train",0.0799481541666912,0.0169187755845196,112.857853861257,4.72541016737893,0.000133258010457049,0.0291545135574532,0.130741794775929
"SRN - Attn_RoPE_H80","train",0.069259558333353,0.0169187755845196,112.857853889077,4.09365074838657,0.00151988023896976,0.0184659177243396,0.120053198942366
"GRU - LSTM","train",-0.00541938229173648,0.0169187755845197,112.857854037689,-0.320317641466627,0.999909364241213,-0.0562130228995358,0.0453742583160628
"GRU - Attn_AbsPE","train",0.0358761052083286,0.0169187755845196,112.857853965956,2.12049063651833,0.347974897237859,-0.0149175354000589,0.0866697458167162
"GRU - Attn_RoPE","train",0.0333321708333235,0.0169187755845196,112.857853921369,1.97012902421981,0.439333978400722,-0.0174614697754241,0.0841258114420711
"GRU - Attn_AbsPE_H80","train",0.0627540364582459,0.0169187755845196,112.857853989122,3.70913581451278,0.00583582811395855,0.0119603958500496,0.113547677066442
"GRU - Attn_RoPE_H80","train",0.0520654406249077,0.0169187755845196,112.857853970262,3.07737639552042,0.0406925986436883,0.00127180001655241,0.102859081233263
"LSTM - Attn_AbsPE","train",0.0412954875000651,0.0169187755845196,112.857853926174,2.44080827798495,0.191657229199757,-0.00949815310864379,0.092089128108774
"LSTM - Attn_RoPE","train",0.03875155312506,0.0169187755845197,112.857853928193,2.29044666568643,0.257796096721491,-0.0120420874836352,0.0895451937337551
"LSTM - Attn_AbsPE_H80","train",0.0681734187499824,0.0169187755845196,112.857853952118,4.0294534559794,0.00191739515022593,0.0173797781414858,0.118967059358479
"LSTM - Attn_RoPE_H80","train",0.0574848229166442,0.0169187755845196,112.857853964458,3.39769403698704,0.0159016207401338,0.0066911823082481,0.10827846352504
"Attn_AbsPE - Attn_RoPE","train",-0.00254393437500513,0.0169187755845196,112.857853865688,-0.150361612298516,0.999998976624821,-0.053337574984212,0.0482497062342017
"Attn_AbsPE - Attn_AbsPE_H80","train",0.0268779312499173,0.0169187755845195,112.857853933179,1.58864517799445,0.689803122469518,-0.0239157093587341,0.0776715718585686
"Attn_AbsPE - Attn_RoPE_H80","train",0.0161893354165791,0.0169187755845196,112.857853928359,0.956885759002095,0.961994403905435,-0.0346043051921128,0.066982976025271
"Attn_RoPE - Attn_AbsPE_H80","train",0.0294218656249224,0.0169187755845196,112.857853875945,1.73900679029296,0.591572559068863,-0.0213717749841985,0.0802155062340433
"Attn_RoPE - Attn_RoPE_H80","train",0.0187332697915842,0.0169187755845196,112.857853916838,1.10724737130061,0.924708838366486,-0.0320603708172036,0.0695269104003721
"Attn_AbsPE_H80 - Attn_RoPE_H80","train",-0.0106885958333382,0.0169187755845196,112.857853947915,-0.631759418992357,0.995617271993396,-0.0614822364418672,0.0401050447751909
"SRN - GRU","test",0.0986952902780498,0.0351641660786174,61.5628609908407,2.80670072076768,0.0904607794694564,-0.00848217662566624,0.205872757181766
"SRN - LSTM","test",0.102324271527794,0.0351641660786177,61.5628610987364,2.9099018386793,0.0706457212324898,-0.00485319536968001,0.209501738425268
"SRN - Attn_AbsPE","test",0.252619504861571,0.0351641660786192,61.5628610256684,7.18400386054287,2.2187211512481e-08,0.145442037959859,0.359796971763283
"SRN - Attn_RoPE","test",0.265592545833683,0.035164166078616,61.5628609222086,7.55293173282998,5.1334133610581e-09,0.15841507892599,0.372770012741375
"SRN - Attn_AbsPE_H80","test",0.344935823611188,0.0351641660786189,61.5628609948863,9.80929912684384,2.05651051743416e-11,0.237758356707698,0.452113290514678
