"contrast","train_or_test","arch","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"noent - ent","train","SRN",-0.000735400000374011,0.0109832676227349,73.0154402427995,-0.0336011203262098,0.0321303203254618,-0.0669563945479908,1
"noent - ent","test","SRN",-0.0950080818186635,0.0377462341888937,58.3573358534769,-0.208857122465688,0.0188409588283613,-2.51702146876994,0.175740356710472
"noent - ent","train","GRU",-0.000604447619407383,0.0109832676227349,73.0154402211605,-0.0334701274314912,0.0322612321926764,-0.0550334964210654,1
"noent - ent","test","GRU",-0.100421330303429,0.0377462341888934,58.3573357934681,-0.214267646549603,0.0134249859427448,-2.66043308587794,0.125455954262351
"noent - ent","train","LSTM",-0.00143408730195203,0.0109832676227349,73.01544017508,-0.0342992273411193,0.0314310527372152,-0.130570186506566,0.999999999999954
"noent - ent","test","LSTM",-0.0783088636367754,0.0377462341888938,58.3573355692446,-0.192153273266139,0.0355355459925882,-2.07461394015874,0.425302768064396
"noent - ent","train","Attn_AbsPE",-0.0101071539685719,0.0109832676227344,73.0154405009074,-0.0429734474734232,0.0227591395362793,-0.920231967001423,0.996642014738829
"noent - ent","test","Attn_AbsPE",-0.129216681818646,0.0377462341888937,58.3573355406767,-0.243061603212922,-0.0153717604243701,-3.42329995548711,0.0155300717676256
"noent - ent","train","Attn_RoPE",-0.00810549682569436,0.0109832676227344,73.0154405106959,-0.0409709538135768,0.024759960162188,-0.73798591677004,0.999664133152088
"noent - ent","test","Attn_RoPE",-0.0872977060609235,0.0377462341888933,58.357335646816,-0.201142371353029,0.026546959231182,-2.31275272717432,0.272914045845695
"noent - ent","train","Attn_AbsPE_H80",-0.0204194666669723,0.0109832676227344,73.0154404809084,-0.0532850811886803,0.0124461478547356,-1.85914314103626,0.588054335314417
"noent - ent","test","Attn_AbsPE_H80",-0.126253660606393,0.0377462341888933,58.3573356764509,-0.240100412565453,-0.012406908647334,-3.34480149660978,0.019627023122202
"noent - ent","train","Attn_RoPE_H80",-0.0418920380955468,0.0109832676227344,73.0154405240766,-0.0747577778612961,-0.00902629832979755,-3.81416892809148,0.00392901425541325
"noent - ent","test","Attn_RoPE_H80",-0.188267015151894,0.0377462341888934,58.3573355298063,-0.302114527343439,-0.0744195029603487,-4.98770325563471,8.20533023268011e-05
