"","Sum Sq","Mean Sq","NumDF","DenDF","F value","Pr(>F)"
"arch",0.908178683888254,0.151363113981376,6,133.087849389492,34.540081085026,6.42693622651169e-25
"entity",0.102545880919123,0.102545880919123,1,143.210362054313,23.4003050592482,3.35920676095509e-06
"split",5.32912504645778e-05,5.32912504645778e-05,1,353.827273595424,0.0121607177848854,0.912253292685273
"arch:entity",0.0940541214994974,0.0156756869165829,6,111.99484716544,3.57709010419061,0.00279279010130817
"arch:split",0.013898730512122,0.00231645508535367,6,133.087849390037,0.528600029250069,0.785787815763536
"entity:split",0.0138438245893597,0.0138438245893597,1,143.210362054403,3.15907099996765,0.0776287107643031
"arch:entity:split",0.0483229878645453,0.00805383131075754,6,111.994847165737,1.83783207943856,0.0980151808438814
